,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_D_48_FON_UT,TOX_FIS_SUP_15_UT,TOX_FIS_FON_15_UT,SEMAFORO
1252,DLTLA2544,ATOYAC-PANZACOLA,BALSAS,TLAXCALA,PAPALOTLA DE XICOHTENCATL,RIO ALTO ATOYAC,RIO ATOYAC,LOTICO,RIO,-98.22901,19.15195,2019,56.535,215.63,53.335,24098.0,17598.0,,52.2,,,,1.0,1.236,,,,,Rojo
1253,DLTLA2545,ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC,BALSAS,TLAXCALA,PAPALOTLA DE XICOHTENCATL,RIO ALTO ATOYAC,RIO ZAHUAPAN,LOTICO A - Tipo 4,RIO,-98.23926,19.15874,2019,29.9,144.87,62.5,132980.0,121730.0,,34.6,,,,1.0,1.0,,,,,Rojo
1254,DLTLA2546,TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC,BALSAS,PUEBLA,CUAUTLANCINGO,RIO ALTO ATOYAC,TLAPALAC,LOTICO,RIO,-98.24297,19.15709,2019,136.35,325.88,59.0,132980.0,132980.0,,35.95,,,,1.246,39.108,,,,,Rojo
1255,DLTLA2547,"RA-12 RIO ATOYAC, ANTES DE LA CONFLUENCIA CON EL RIO ZAHUAPAN",BALSAS,PUEBLA,CUAUTLANCINGO,RIO ALTO ATOYAC,RIO ATOYAC,LOTICO A - Tipo 1,RIO,-98.24199,19.15754,2019,86.67,295.12,150.0,24196.0,24196.0,,10.8,,,,1.0,11.59,,,,,Rojo
1256,DLTLA2548,RIO VIEJO ANTES DE LA CONFLUENCIA CON EL RIO ZAHUAPAN,BALSAS,TLAXCALA,ZACATELCO,RIO ALTO ATOYAC,RIO VIEJO,LOTICO A - Tipo 4,RIO,-98.25524,19.17606,2019,41.55,206.255,34.23,24098.0,24098.0,,18.95,,,,1.0,1.26,,,,,Rojo
1257,DLTLA2549M1,RIO ZAHUAPAN AGUAS ARRIBA DE PRESA SANTA AGUEDA,BALSAS,TLAXCALA,TETLATLAHUCA,RIo Alto Atoyac,RIO ZAHUAPAN,LOTICO A - Tipo 4,RIO,-98.29799,19.21832,2019,38.985,189.76,99.535,132980.0,132980.0,,50.05,,,,1.0,1.0,,,,,Rojo
1258,DLTLA2550,BARRANCA SAMBRANO AGUAS ABAJO DESCARGA POLAQUIMIA,BALSAS,TLAXCALA,XALOZTOC,RIO ALTO ATOYAC,BARRANCA SAMBRANO,LOTICO A - Tipo 4,RIO,-98.0744,19.4122,2019,253.25,1114.35,93.14,132980.0,132980.0,,10.145,,,,2.1,16.95,,,,,Rojo
1259,DLTLA2551,ANTES DE LA CONFLUENCIA CON EL RIO ZAHUAPAN,BALSAS,TLAXCALA,NATIVITAS,RIO ALTO ATOYAC,RIO TOTOLAC ANTES DE LA CONFLUENCIA CON EL RIO ZAHUAPAN,LOTICO A - Tipo 4,RIO,-98.2991,19.2745,2019,47.265,148.12,22.75,132980.0,111315.0,,27.05,,,,1.0,1.92,,,,,Rojo
1260,DLTLA2552,RIO ZAHUAPAN ANTES DERIVADORA PANOTLA,BALSAS,TLAXCALA,PANOTLA,RIO ALTO ATOYAC,RIO ZAHUAPAN,LOTICO A - Tipo 4,RIO,-98.25766,19.31666,2019,34.25,139.975,43.0,24098.0,24098.0,,18.5,,,,1.0,1.0,,,,,Rojo
1261,DLTLA2554M1,RIO ZAHUAPAN AGUAS ABAJO DE LA CONFLUENCIA DEL RIO TOTOLAC,BALSAS,TLAXCALA,TLAXCALA,RIO ALTO ATOYAC,RIO ZAHUAPAN,LOTICO,RIO,-98.3,19.27098,2019,29.3,95.415,132.805,132980.0,126480.0,,45.65,,,,1.0,1.0,,,,,Rojo
1262,DLTLA2555,BARRANCA HUEHUETITLA ANTES DE LA CONFLUENCIA CON EL RIO ZAHUAPAN,BALSAS,TLAXCALA,TOTOLAC,RIO ALTO ATOYAC,BARRANCA HUEHUETITLA,LOTICO,RIO,-98.24957,19.3243,2019,110.0,442.18,105.73,132980.0,132980.0,,48.0,,,,1.0,6.618,,,,,Rojo
1263,DLTLA2556,PUENTE CARRETERA TLAXCALA-SAN MARTIN (EL TREBOL),BALSAS,TLAXCALA,TLAXCALA,RIO ALTO ATOYAC,RIO ZAHUAPAN,LOTICO,RIO,-98.2477,19.32413,2019,53.415,418.895,97.5,132980.0,132980.0,,31.0,,,,1.0,1.0,,,,,Rojo
1264,DLTLA2557M1,RIO ZAHUAPAN DESPUES DE CONFLUENCIA DE RIO DE LOS NEGROS,BALSAS,TLAXCALA,TLAXCALA,RIo Alto Atoyac,RIO ZAHUAPAN,LOTICO A - Tipo 4,RIO,-98.22334,19.33021,2019,30.85,115.76,161.665,132980.0,132980.0,,41.55,,,,1.0,1.0,,,,,Rojo
1265,DLTLA2558,RIO DE LOS NEGROS ANTES DE CONFLUENCIA CON RIO ZAHUAPAN,BALSAS,TLAXCALA,TLAXCALA,RIO ALTO ATOYAC,RIO DE LOS NEGROS,LOTICO A - Tipo 4,RIO,-98.22016,19.3303,2019,63.365,280.175,53.405,132980.0,132980.0,,26.395,,,,1.0,9.22,,,,,Rojo
1266,DLTLA2559,RIO ATENCO ANTES DE CONFLUENCIA CON RIO ZAHUAPAN,BALSAS,TLAXCALA,AMAXAC DE GUERRERO,RIO ALTO ATOYAC,RIO ATENCO,LOTICO A - Tipo 4,RIO,-98.1744,19.3516,2019,57.25,151.58,42.305,132980.0,132980.0,,25.645,,,,1.0,1.1,,,,,Rojo
1267,DLTLA2560,RIO ZAHUAPAN AGUAS ARRIBA DE LA CASCADA ATLIHUETZIA,BALSAS,TLAXCALA,AMAXAC DE GUERRERO,RIO ALTO ATOYAC,RIO ZAHUAPAN,LOTICO A - Tipo 4,RIO,-98.17809,19.36555,2019,14.65,57.33,27.495,24098.0,24098.0,,57.1,,,,1.0,1.0,,,,,Rojo
1268,DLTLA2561,RIO ZAHUAPAN AGUAS ABAJO DE LA CASCADA ATLIHUETZIA,BALSAS,TLAXCALA,AMAXAC DE GUERRERO,RIO ALTO ATOYAC,RIO ZAHUAPAN,LOTICO A - Tipo 4,RIO,-98.17706,19.35918,2019,12.1,46.895,18.995,61020.0,52820.0,,61.25,,,,1.0,1.0,,,,,Rojo
1269,DLTLA2562,"PROCTER & GAMBLE MANUFACTURA, S. DE R.L. DE C.V. (AGUAS ABAJO)",BALSAS,TLAXCALA,YAUHQUEMEHCAN,RIO ALTO ATOYAC,ARROYO ATLIXTACA,LOTICO,ARROYO,-98.16852,19.40639,2019,42.535,73.96,17.5,24098.0,24098.0,,33.35,,,,1.0,1.0,,,,,Rojo
1270,DLTLA2563,"PROCTER & GAMBLE MANUFACTURA, S. DE R.L. DE C.V. (AGUAS ARRIBA)",BALSAS,TLAXCALA,YAUHQUEMEHCAN,RIO ALTO ATOYAC,ARROYO ATLIXTACA,LOTICO,DESCARGA,-98.16369,19.40944,2019,6.49,19.065,10.0,24098.0,24098.0,,57.1,,,,1.0,1.0,,,,,Amarillo
1271,DLTLA2564,RIO TEXCALAC ANTES DE LA CONFLUENCIA CON EL RIO ATENCO,BALSAS,TLAXCALA,APIZACO,RIO ALTO ATOYAC,RIO TEXCALAC,LOTICO A - Tipo 4,RIO,-98.11952,19.4187,2019,21.495,274.05,30.0,132980.0,132980.0,,10.745,,,,1.0,1.0,,,,,Rojo
1272,DLTLA2565,PRESA ATLANGA SANTA CLARA OZUMBA (PRESA SAN JOSE ATLANGA 2),BALSAS,TLAXCALA,ATLANGATEPEC,RIO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LENTICO (HUMEDAL),PRESA,-98.18658,19.57067,2019,12.37,74.28,19.0,70.0,40.0,,,68.4,65.9,,,,1.0,1.0,1.0,1.0,Rojo
1273,DLTLA2566,PRESA ATLANGA CENTRO ORIENTE (PRESA SAN JOSE ATLANGA 7),BALSAS,TLAXCALA,ATLANGATEPEC,RIO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LENTICO (HUMEDAL),PRESA,-98.18633,19.56172,2019,10.37,73.21,14.0,90.0,40.0,,,70.3,67.0,56.8,,,1.0,1.0,1.0,1.0,Rojo
1274,DLTLA2567,PRESA ATLANGA AEROPUERTO (PRESA SAN JOSE ATLANGA 4),BALSAS,TLAXCALA,ATLANGATEPEC,RIO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LENTICO (HUMEDAL),PRESA,-98.18408,19.54797,2019,2.82,34.64,10.0,430.0,230.0,,,74.5,69.3,,,,1.0,1.0,1.0,1.0,Verde
1275,DLTLA2568,PRESA ATLANGA ZACAPEXCO (PRESA SAN JOSE ATLANGA 6),BALSAS,TLAXCALA,ATLANGATEPEC,RIO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LENTICO (HUMEDAL),PRESA,-98.16831,19.55228,2019,7.24,45.36,15.0,750.0,430.0,,,57.8,,,,,1.0,,1.0,,Rojo
1276,DLTLA2569,PRESA ATLANGA LA HERRADURA (PRESA SAN JOSE ATLANGA 3),BALSAS,TLAXCALA,ATLANGATEPEC,RIO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LENTICO (HUMEDAL),PRESA,-98.19181,19.57375,2019,11.37,68.21,16.0,40.0,3.0,,,64.2,59.3,,,,1.0,1.0,1.0,1.0,Rojo
1277,DLTLA2570,PRESA ATLANGA CORTINA (PRESA DE ATLANGATEPEC 3),BALSAS,TLAXCALA,ATLANGATEPEC,RIO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LENTICO (HUMEDAL),PRESA,-98.20064,19.55642,2019,3.55,41.78,15.0,3.0,3.0,,,68.7,66.8,,,,1.0,1.0,1.0,1.0,Rojo
1278,DLTLA2571,PRESA ATLANGA ZAHUAPAN (PRESA SAN JOSE ATLANGA 5),BALSAS,TLAXCALA,ATLANGATEPEC,RIO ALTO ATOYAC,PRESA DE ATLANGATEPEC,LENTICO (HUMEDAL),PRESA,-98.17047,19.56003,2019,10.24,51.43,22.0,24000.0,24000.0,,,65.5,,,,,1.0,,1.0,,Rojo
1279,DLTLA2572,ZAHUAPAN-PRESA ATLANGA,BALSAS,TLAXCALA,ATLANGATEPEC,RIO ALTO ATOYAC,RIO ZAHUAPAN,LOTICO,RIO,-98.21245,19.53875,2019,2.0,22.455,13.495,230.5,65.5,,66.15,,,,1.0,1.0,,,,,Verde
1280,DLTLA2576,AF-2 PTAR DM VILLALTA,BALSAS,TLAXCALA,TEPETITLA DE LARDIZABAL,RIO ALTO ATOYAC,RIO ATOYAC,LOTICO A - Tipo 1,RIO,-98.4018,19.28801,2019,83.835,263.93,98.0,241960.0,241960.0,,26.3,,,,1.0,2.97,,,,,Rojo
1281,DLTLA2577,"RA-5 RIO ATOYAC, AGUAS ARRIBA DE LA BARRANCA CRUZTITLA",BALSAS,TLAXCALA,TEPETITLA DE LARDIZABAL,RIO ALTO ATOYAC,RIO ATOYAC,LOTICO A - Tipo 1,RIO,-98.3697,19.27822,2019,24.0,154.43,54.29,24196.0,24196.0,,10.0,,,,1.0,5.21,,,,,Rojo
1282,DLTLA2578,AF-4 ARROYO ZANJA REAL,BALSAS,TLAXCALA,TEPETITLA DE LARDIZABAL,RIO ALTO ATOYAC,ARROYO ZANJA REAL,LOTICO A - Tipo 1,ARROYO,-98.35902,19.25415,2019,24.6,36.32,10.0,24196.0,24196.0,,22.4,,,,1.0,24.85,,,,,Rojo
1283,DLTLA2579,AF-3 ARROYO CAPUENTE,BALSAS,TLAXCALA,TEPETITLA DE LARDIZABAL,RIO ALTO ATOYAC,ARROYO CAPUENTE (LOS PESOS),LOTICO A - Tipo 1,RIO,-98.35933,19.26042,2019,2.0,30.36,10.0,24000.0,11199.0,,38.3,,,,1.0,1.0,,,,,Amarillo
1284,DLTLA2580,AF-5 RIO SAN IGNACIO,BALSAS,TLAXCALA,NATIVITAS,RIO ALTO ATOYAC,RIO SAN IGNACIO,LOTICO A - Tipo 1,RIO,-98.35773,19.25299,2019,10.7,35.24,10.0,24196.0,24196.0,,23.7,,,,1.0,1.62,,,,,Amarillo
1285,DLTLA2581,"RA-7 RIO ATOYAC, ANTES DE LA CONFLUENCIA CON EL RIO XOCHIAC",BALSAS,TLAXCALA,NATIVITAS,RIO ALTO ATOYAC,RIO ATOYAC,LOTICO A - Tipo 1,RIO,-98.35898,19.25342,2019,13.4,159.82,133.75,241960.0,241960.0,,22.3,,,,1.0,11.92,,,,,Rojo
1286,DLTLA2582,"RA-10 RIO XOPANAC, ANTES DE LA CONFLUENCIA CON EL RIO ATOYAC",BALSAS,TLAXCALA,NATIVITAS,RIO ALTO ATOYAC,RIO XOPANAC,LOTICO A - Tipo 1,RIO,-98.33533,19.20443,2019,368.0,536.08,124.59,2419600.0,2419600.0,,11.1,,,,3.31,50.03,,,,,Rojo
1287,DLZAC2587M1,MOYAHUA,LERMA SANTIAGO PACIFICO,ZACATECAS,MOYAHUA DE ESTRADA,RIO JUCHIPILA 2,RIO JUCHIPILA,LOTICO,RIO,-103.17879,21.24124,2019,4.145,33.69,157.25,14684.0,14540.0,,102.6,,,,1.0,1.0,,,,,Amarillo
1288,DLZAC2590M1,GENARO CODINA,LERMA SANTIAGO PACIFICO,ZACATECAS,GENARO CODINA,RIO SAN PEDRO,RIO SAN PEDRO,LOTICO,RIO,-102.45479,22.48096,2019,21.18,86.54,10.0,27478.0,22588.0,,39.45,,,,1.0,3.899,,,,,Rojo
1289,DLZAC2591M1,CUAUHTEMOC,LERMA SANTIAGO PACIFICO,ZACATECAS,CUAUHTEMOC,RIO SAN PEDRO,RIO SAN PEDRO,LOTICO,RIO,-102.33263,22.44248,2019,24.3,81.355,10.0,133078.0,133078.0,,29.0,,,,1.0,1.529,,,,,Rojo
1290,DLZAC2592M1,PRESA EL CHIQUE 1,LERMA SANTIAGO PACIFICO,ZACATECAS,TABASCO,PRESA EL CHIQUE,PRESA EL CHIQUE,LENTICO (HUMEDAL),PRESA,-102.89639,21.99944,2019,2.0,36.62,10.5,31.0,20.0,,,130.0,60.6,20.8,,,1.0,1.0,1.0,1.0,Amarillo
1291,DLZAC2594M1,PRESA EL CHIQUE 3,LERMA SANTIAGO PACIFICO,ZACATECAS,TABASCO,PRESA EL CHIQUE,PRESA EL CHIQUE,LENTICO (HUMEDAL),PRESA,-102.89444,22.01694,2019,2.0,34.17,10.5,20.0,3.0,,,124.8,60.6,28.2,,,1.0,1.0,1.0,1.0,Amarillo
1292,DLZAC2601,TECOMATE,LERMA SANTIAGO PACIFICO,ZACATECAS,JALPA,RIO JUCHIPILA 1,RIO JUCHIPILA,LOTICO,RIO,-103.02489,21.55581,2019,2.0,27.27,57.995,5018.0,905.5,,100.65,,,,1.0,1.0,,,,,Amarillo
1293,DLZAC2604,LA FLORIDA,LERMA SANTIAGO PACIFICO,ZACATECAS,VALPARAISO,ARROYO LOBATOS,RIO VALPARAISO,LOTICO,RIO,-103.6026,22.6866,2019,2.0,21.85,180.495,4312.0,4016.0,,93.55,,,,1.0,1.0,,,,,Amarillo
1294,DLZAC2607M1,EL CHIQUE,LERMA SANTIAGO PACIFICO,ZACATECAS,TABASCO,RIO JUCHIPILA 1,RIO JUCHIPILA,LOTICO,RIO,-102.89482,21.97328,2019,3.235,17.13,10.0,1639.5,345.5,,106.95,,,,1.0,1.0,,,,,Amarillo
1295,DLZAC2617M1,PRESA EL CHIQUE 2,LERMA SANTIAGO PACIFICO,ZACATECAS,TABASCO,PRESA EL CHIQUE,PRESA LA ZACATECANA,LENTICO (HUMEDAL),PRESA,-102.8967,22.00639,2019,2.0,22.46,10.0,10.0,10.0,,,124.8,70.8,36.8,,,1.0,1.0,1.0,1.0,Verde
1296,DLZAC2618M1,"ENVASES Y TAPAS MODELO, S.A. DE C.V. (AGUAS ARRIBA)",CUENCAS CENTRALES DEL NORTE,ZACATECAS,CALERA,FRESNILLO-YESCAS,ARROYO LA JOYA,LOTICO,DESCARGA,-102.68072,22.93067,2019,9.295,112.575,1910.0,121030.0,120980.495,,81.5,,,,1.0,1.0,,,,,Rojo
1297,DLZAC2619M1,LOS ALFARO,LERMA SANTIAGO PACIFICO,ZACATECAS,JEREZ,RIO TEPETONGO,RIO JEREZ,LOTICO,RIO,-103.00925,22.59635,2019,25.6,67.54,42.0,24196.0,20762.5,,43.95,,,,1.0,1.0,,,,,Rojo
1298,DLZAC2625M1,TLALTENANGO,LERMA SANTIAGO PACIFICO,ZACATECAS,TLALTENANGO DE SANCHEZ ROMAN,RIO TLALTENANGO,RIO TLALTENANGO,LOTICO,RIO,-103.30025,21.83023,2019,5.87,26.815,32.495,15163.5,15163.5,,84.15,,,,1.0,1.0,,,,,Amarillo
1299,DLZAC2626M1,TEUL DE GONZALEZ ORTEGA,LERMA SANTIAGO PACIFICO,ZACATECAS,TEUL DE GONZALEZ ORTEGA,RIO TLALTENANGO,RIO TLALTENANGO,LOTICO,RIO,-103.46052,21.49093,2019,7.445,77.44,31.495,27627.0,14630.5,,100.05,,,,1.0,1.0,,,,,Rojo
1300,DLZAC2631M1,"ENVASES Y TAPAS MODELO, S.A. DE C.V. (AGUAS ABAJO)",CUENCAS CENTRALES DEL NORTE,ZACATECAS,CALERA,FRESNILLO-YESCAS,ARROYO LA JOYA,LOTICO,DESCARGA,-102.68446,22.92906,2019,10.14,84.12,4788.57,36215.0,7115.0,,76.45,,,,11.267,2.178,,,,,Rojo
1301,DLZAC2636,LA GLORIA,LERMA SANTIAGO PACIFICO,JALISCO,COLOTLAN,RIO TEPETONGO,RIO JEREZ - COLOTLAN,LOTICO,RIO,-103.29942,22.09429,2019,56.5,135.78,99.645,24196.0,24196.0,,48.05,,,,1.0,1.0,,,,,Rojo
1302,DLZAC2637M1,EL ZAPOTE,LERMA SANTIAGO PACIFICO,JALISCO,COLOTLAN,RIO TLALTENANGO,RIO CARTAJENA,LOTICO,RIO,-103.34018,21.98402,2019,3.065,10.0,29.495,6540.5,580.5,,113.75,,,,1.0,1.0,,,,,Amarillo
1303,DLZAC2638M1,SAN FRANCISCO DE LOS GALLARDO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,GENERAL FRANCISCO R. MURGUIA,PRESA LA FLOR,RIO AGUANAVAL,LOTICO,RIO,-102.88479,24.32178,2019,2.0,30.19,24.0,279.0,31.0,,91.3,,,,1.0,1.0,,,,,Verde
1304,DLZAC2639M1,EL CAZADERO,CUENCAS CENTRALES DEL NORTE,ZACATECAS,RIO GRANDE,SAN FRANCISCO,RIO AGUANAVAL,LOTICO,RIO,-103.09889,23.70516,2019,2.0,44.425,37.155,12124.0,12098.495,,84.8,,,,1.0,1.0,,,,,Rojo
1305,DLZAC2656,PRESA EXCAME 1,LERMA SANTIAGO PACIFICO,ZACATECAS,TEPECHITLAN,RIO TLALTENANGO,PRESA EXCAME,LENTICO (HUMEDAL),PRESA,-103.35056,21.645,2019,2.0,28.29,10.0,31.0,3.0,,,107.1,48.6,21.3,,,1.0,1.0,1.0,1.0,Amarillo
1306,DLZAC2657,PRESA EXCAME 2,LERMA SANTIAGO PACIFICO,ZACATECAS,TEPECHITLAN,RIO TLALTENANGO,PRESA EXCAME,LENTICO (HUMEDAL),PRESA,-103.36278,21.64222,2019,2.0,20.8,10.0,3.0,3.0,,,105.3,50.3,20.4,,,1.0,1.0,1.0,1.0,Amarillo
1307,DLZAC2658,PRESA EXCAME 3,LERMA SANTIAGO PACIFICO,ZACATECAS,TEPECHITLAN,RIO TLALTENANGO,PRESA EXCAME,LENTICO (HUMEDAL),PRESA,-103.36361,21.62972,2019,2.0,27.46,10.0,3.0,3.0,,,96.1,45.8,18.6,,,1.0,1.0,1.0,1.0,Amarillo
1308,DLZAC2670M1,SANTA BARBARA (PRESA LEOBARDO REYNOSO),CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,PRESA CAZADERO,RIO LOS LAZOS,LENTICO,PRESA,-103.21677,23.1814,2019,2.0,33.45,12.5,122.0,20.0,,,115.6,60.3,20.4,,,1.0,1.0,1.0,1.0,Amarillo
1309,DLZAC2674M1,MOMAX,LERMA SANTIAGO PACIFICO,ZACATECAS,MOMAX,RIO TLALTENANGO,RIO TLALTENANGO,LOTICO,RIO,-103.31774,21.92064,2019,4.525,18.09,32.0,8337.0,2110.0,,101.15,,,,1.0,1.0,,,,,Amarillo
1310,DLZAC2683M1,"COMPA&IA CERVECERA DE ZACATECAS, S.A. DE C.V. (AGUAS ARRIBA) II",CUENCAS CENTRALES DEL NORTE,ZACATECAS,FRESNILLO,FRESNILLO-YESCAS,LAGUNA SANTA ANA,LOTICO,RIO,-102.73389,23.22234,2019,5.5,85.36,27.0,115.495,115.495,,70.1,,,,1.143,1.0,,,,,Rojo
1311,OCAVM2685,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 2,AGUAS DEL VALLE DE MEXICO,DISTRITO FEDERAL,XOCHIMILCO,XOCHIMILCO,CUERPO DE AGUA DEL HUMEDAL,LENTICO (HUMEDAL),LAGO,-99.07943,19.2832,2019,19.7,59.31,38.0,2481.0,744.0,,,194.8,,,,,1.0,,1.0,,Rojo
1312,OCAVM2687,SISTEMA LACUSTRE EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO 1,AGUAS DEL VALLE DE MEXICO,DISTRITO FEDERAL,XOCHIMILCO,XOCHIMILCO,CUERPO DE AGUA DEL HUMEDAL,LENTICO (HUMEDAL),LAGO,-99.06387,19.27186,2019,14.6,453.69,26.47,241960.0,3.0,,,95.4,,,,,1.0,,1.0,1.0,Rojo
1313,OCAVM2688,XOCHIMILCO 2,AGUAS DEL VALLE DE MEXICO,DISTRITO FEDERAL,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,LENTICO (HUMEDAL),LAGO,-99.06192,19.26983,2019,11.4,392.62,27.33,24196.0,3.0,,,113.7,,111.6,,,1.0,1.0,1.0,1.0,Rojo
1314,OCAVM2689,XOCHIMILCO 1,AGUAS DEL VALLE DE MEXICO,DISTRITO FEDERAL,XOCHIMILCO,XOCHIMILCO,XOCHIMILCO,LENTICO (HUMEDAL),LAGO,-99.05834,19.27117,2019,11.1,261.95,18.5,173290.0,200.0,,,49.5,,43.5,,,1.0,1.0,1.0,1.0,Rojo
1315,OCAVM2691,LAGO LOS REYES,AGUAS DEL VALLE DE MEXICO,DISTRITO FEDERAL,TLAHUAC,RIO LA COMPA&IA,LAGUNA TLAHUAC,LENTICO,LAGO,-99.007,19.26631,2019,45.3,296.19,155.0,1172.0,148.0,,,,,,,,1.0,,1.0,1.0,Rojo
1316,OCAVM2695,PUENTE XOCHIACA,AGUAS DEL VALLE DE MEXICO,MEXICO,NEZAHUALCOYOTL,TEXCOCO,RIO DE LA COMPA&IA,LOTICO (HUMEDAL),RIO,-98.98867,19.41426,2019,224.625,570.7,165.665,24196000.0,24196000.0,,10.0,,,,1.313,10.429,,,,,Rojo
1317,OCAVM2696,LAGO NABOR CARRILLO 1,AGUAS DEL VALLE DE MEXICO,MEXICO,TEXCOCO,TEXCOCO,LAGO NABOR CARRILLO,LENTICO (HUMEDAL),LAGO,-98.98728,19.45778,2019,28.44,649.89,248.0,110.0,110.0,,,,,,,,1.0,,29.55,,Rojo
1318,OCAVM2698,LAGO NABOR CARRILLO 2,AGUAS DEL VALLE DE MEXICO,MEXICO,TEXCOCO,TEXCOCO,LAGO NABOR CARRILLO,LENTICO (HUMEDAL),LAGO,-98.95941,19.48099,2019,59.41,677.06,120.0,30.0,30.0,,,,,,,,1.0,,20.97,,Rojo
1319,OCAVM2700,PUENTE CARR. LOS REYES - LECHERIA,AGUAS DEL VALLE DE MEXICO,MEXICO,TEZOYUCA,TEXCOCO,RIO SAN JUAN TEOTIHUACAN,LOTICO,RIO,-98.92733,19.59064,2019,242.0,480.025,68.0,18596500.0,15948500.0,,10.0,,,,2.541,18.42,,,,,Rojo
1320,OCAVM2718,PRESA GUADALUPE 4,AGUAS DEL VALLE DE MEXICO,MEXICO,CUAUTITLAN IZCALLI,RIO CUAUTITLAN,PRESA GUADALUPE,LENTICO,PRESA,-99.2499,19.6234,2019,12.72,39.18,12.0,1200.0,1200.0,,,23.7,22.3,17.0,,,1.0,1.0,1.0,1.0,Amarillo
1321,OCAVM2721,PRESA GUADALUPE 2,AGUAS DEL VALLE DE MEXICO,MEXICO,CUAUTITLAN IZCALLI,RIO CUAUTITLAN,PRESA GUADALUPE,LENTICO,LAGO,-99.25723,19.63001,2019,13.68,33.04,16.0,930.0,930.0,,,11.6,11.9,11.5,,,1.0,1.0,1.0,1.0,Amarillo
1322,OCAVM2726,PRESA GUADALUPE 3,AGUAS DEL VALLE DE MEXICO,MEXICO,CUAUTITLAN IZCALLI,RIO CUAUTITLAN,PRESA GUADALUPE,LENTICO,LAGO,-99.25247,19.63405,2019,14.94,42.01,20.0,430.0,430.0,,,15.9,15.9,15.6,,,1.0,1.0,1.0,1.0,Rojo
1323,OCAVM2727,A.A. PRESA GUADALUPE,AGUAS DEL VALLE DE MEXICO,MEXICO,CUAUTITLAN IZCALLI,RIO CUAUTITLAN,RIO CUAUTITLAN,LOTICO,CANAL,-99.24509,19.63972,2019,60.6,107.98,16.0,640.0,640.0,,10.0,,,,1.0,1.0,,,,,Rojo
1324,OCAVM2732,PRESA GUADALUPE 1,AGUAS DEL VALLE DE MEXICO,MEXICO,CUAUTITLAN IZCALLI,RIO CUAUTITLAN,PRESA GUADALUPE,LENTICO,PRESA,-99.26012,19.63323,2019,10.98,37.76,16.0,1200.0,1200.0,,,38.1,35.3,31.4,,,1.0,1.0,1.0,1.0,Amarillo
1325,OCAVM2740,RIO TEPOTZOTLAN AGUAS ARRIBA DE LA PRESA CONCEPCION,AGUAS DEL VALLE DE MEXICO,MEXICO,TEPOTZOTLAN,RIO CUAUTITLAN,RIO TEPOTZOTLAN,LOTICO,RIO,-99.32966,19.69285,2019,8.94,31.62,16.0,30.0,30.0,,28.2,,,,1.0,1.0,,,,,Amarillo
1326,OCAVM2743,SAN LORENZO (HIDROMETRICA),AGUAS DEL VALLE DE MEXICO,MEXICO,CUAUTITLAN IZCALLI,RIO CUAUTITLAN,RIO CUAUTITLAN,LOTICO,ARROYO,-99.19983,19.70797,2019,19.5,47.2,40.0,280.0,280.0,,10.0,,,,1.0,1.0,,,,,Rojo
1327,OCAVM2744,"CHENILLE MEXICANA, S.A. DE C.V. (AGUAS ARRIBA)",AGUAS DEL VALLE DE MEXICO,MEXICO,CUAUTITLAN IZCALLI,RIO CUAUTITLAN,EMISOR PONIENTE,LOTICO,DESCARGA,-99.19555,19.70521,2019,279.71,337.0,100.0,4600.0,4600.0,,10.0,,,,1.0,4.794,,,,,Rojo
1328,OCAVM2748,PORTAL DE SALIDA,AGUAS DEL VALLE DE MEXICO,MEXICO,CUAUTITLAN IZCALLI,RIO CUAUTITLAN,CANAL DEL EMISOR PONIENTE,LOTICO,CANAL,-99.19051,19.60666,2019,35.5,115.59,510.0,241960.0,241960.0,,18.9,,,,1.0,1.0,,,,,Rojo
1329,OCAVM2751,KILOMETRO 27 + 500,AGUAS DEL VALLE DE MEXICO,MEXICO,TECAMAC,CIUDAD DE MEXICO,GRAN CANAL,LOTICO,CANAL,-99.05465,19.64338,2019,191.875,487.95,107.38,24196000.0,24196000.0,,10.0,,,,1.242,22.148,,,,,Rojo
