,CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_D_48_FON_UT,TOX_FIS_SUP_15_UT,TOX_FIS_FON_15_UT,SEMAFORO
463,DLGUA1178,SANTA JULIA,LERMA SANTIAGO PACIFICO,GUANAJUATO,JARAL DEL PROGRESO,RIO LERMA 4,RIO LERMA,LOTICO,RIO,-101.01978,20.39946,2019,9.0,132.0,30.0,24000.0,24000.0,,96.2,,,,1.0,1.0,,,,,Rojo
464,DLGUA1179,RIO LERMA 64,LERMA SANTIAGO PACIFICO,GUANAJUATO,CORTAZAR,RIO LERMA 4,RIO LERMA,LOTICO,RIO,-101.02727,20.41454,2019,9.0,45.0,56.0,24000.0,24000.0,,67.1,,,,1.0,1.0,,,,,Rojo
465,DLGUA1180,RIO LERMA 26,LERMA SANTIAGO PACIFICO,GUANAJUATO,JARAL DEL PROGRESO,RIO LERMA 4,RIO LERMA,LOTICO,RIO,-101.0311,20.4137,2019,10.0,79.0,62.0,24000.0,24000.0,,57.1,,,,1.0,1.0,,,,,Rojo
466,DLGUA1181,AGUAS ARRIBA RIO LAJA,LERMA SANTIAGO PACIFICO,GUANAJUATO,VALLE DE SANTIAGO,RIO LERMA 4,RIO LERMA,LOTICO,RIO,-101.14575,20.47891,2019,19.0,81.0,96.0,24000.0,24000.0,,61.6,,,,1.0,1.0,,,,,Rojo
467,DLGUA956,RIO LERMA 39,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-101.93056,20.20827,2019,8.12,48.93,41.0,794.0,749.0,,110.5,,,,1.0,1.0,,,,,Rojo
468,DLGUA957,RIO LERMA 19,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-101.93991,20.25134,2019,8.36,29.95,22.0,3255.0,3076.0,,119.9,,,,1.0,1.0,,,,,Amarillo
469,DLGUA958,RIO LERMA 53,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-101.94698,20.3309,2019,4.88,37.57,16.0,432.0,158.0,,86.6,,,,1.0,1.0,,,,,Verde
470,DLGUA959,RIO LERMA 55,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,RIO LERMA 6,RIO LERMA,LOTICO,RIO,-101.94617,20.33449,2019,7.74,38.29,18.89,231.0,98.0,,110.9,,,,1.0,1.0,,,,,Verde
471,DLGUA963,RIO TURBIO 6,LERMA SANTIAGO PACIFICO,GUANAJUATO,MANUEL DOBLADO,RIO TURBIO,RIO TURBIO,LOTICO (HUMEDAL),RIO,-101.90831,20.74185,2019,31.3,126.69,71.93,24196.0,24196.0,,132.4,,,,1.0,1.0,,,,,Rojo
472,DLGUA965,SAN JOSE DE LA PAZ,LERMA SANTIAGO PACIFICO,GUANAJUATO,MANUEL DOBLADO,RIO TURBIO,RIO TURBIO,LENTICO (HUMEDAL),LAGO,-101.91853,20.77489,2019,4.315,38.62,44.815,9200.0,307.0,,,44.0,,,,,1.0,,1.0,1.0,Amarillo
473,DLGUA967,RIO TURBIO 4,LERMA SANTIAGO PACIFICO,GUANAJUATO,PURISIMA DEL RINCON,RIO TURBIO,RIO TURBIO,LOTICO (HUMEDAL),RIO,-101.93858,20.82276,2019,44.55,307.74,20.0,155310.0,155310.0,,10.0,,,,1.592,8.192,,,,,Rojo
474,DLGUA969,RIO TURBIO 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,PURISIMA DEL RINCON,RIO TURBIO,RIO TURBIO,LOTICO,RIO,-101.89172,20.90354,2019,212.5,597.38,50.0,133300.0,101700.0,,10.0,,,,4.45,5.448,,,,,Rojo
475,DLGUA970,RIO TURBIO 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,PURISIMA DEL RINCON,RIO TURBIO,RIO TURBIO,LOTICO,RIO,-101.89496,20.92304,2019,380.5,823.33,95.0,285100.0,260300.0,,10.0,,,,7.095,19.414,,,,,Rojo
476,DLGUA992,TRES GUERRAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,RIO LA LAJA 2,RIO LAJA,LOTICO,RIO,-100.7751,20.51607,2019,48.0,105.0,70.0,24000.0,24000.0,,10.0,,,,1.0,1.0,,,,,Rojo
477,DLGUE1196,ARROYO CAMARON,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.8919,16.85535,2019,,,13.0,10.0,,3.0,,82.1,80.9,78.3,,,,,1.0,1.0,Verde
478,DLGUE1197,ARROYO PAPAGAYO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.88617,16.85835,2019,,,16.5,110.0,,10.0,,82.6,,80.1,,,,,1.0,1.0,Verde
479,DLGUE1198,ARROYO MICHOACAN,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.88928,16.8567,2019,,,10.0,75.0,,41.0,,83.9,,81.6,,,,,1.0,1.0,Verde
480,DLGUE1199,ARROYO GARITA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.87402,16.85715,2019,,,11.5,75.0,,158.0,,85.4,,84.1,,,,,1.0,1.0,Verde
481,DLGUE1200,ARROYO MAGALLANES,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.88335,16.85871,2019,,,10.0,10.0,,3.0,,83.8,,,,,,,1.0,1.0,Verde
482,DLGUE1201,TORRE ACAPULCO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.86224,16.85351,2019,,,10.0,10.0,,3.0,,81.7,81.7,77.6,,,,,1.0,1.0,Verde
483,DLGUE1202,PLAYA COPACABANA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85779,16.851,2019,,,13.0,86.0,,63.0,,86.3,,81.8,,,,,1.0,1.0,Verde
484,DLGUE1203,ARROYO ICACOS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85229,16.84192,2019,,,21.5,1483.0,,122.0,,87.3,,83.1,,,,,1.0,1.0,Amarillo
485,DLGUE1204,ASTILLERO MARINA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85243,16.84015,2019,,,10.0,10.0,,3.0,,87.3,,83.1,,,,,1.0,1.0,Verde
486,DLGUE1205,PLAYA DEL SECRETO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85841,16.83467,2019,,,14.5,231.0,,41.0,,87.4,,85.1,,,,,1.0,1.0,Verde
487,DLGUE1206,LA CONDESA BRISAS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.86954,16.82499,2019,,,10.0,3.0,,3.0,,85.3,82.1,78.4,,,,,1.0,1.0,Verde
488,DLGUE1207,PLAYA CONDESA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.86918,16.85511,2019,,,10.5,41.0,,41.0,,87.3,86.4,79.2,,,,,1.0,1.0,Verde
489,DLGUE1208,MAJAHUA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.84035,16.79515,2019,,,10.0,10.0,,3.0,,83.2,80.9,79.4,,,,,1.0,1.0,Verde
490,DLGUE1209,PICHILINGUE,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.84921,16.80903,2019,,,15003.5,20.0,,3.0,,83.8,81.9,78.6,,,,,1.0,1.0,Amarillo
491,DLGUE1210,LAS PALAPAS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.83754,16.79992,2019,,,10.0,12997.0,,10.0,,83.7,83.7,80.6,,,,,1.0,1.0,Amarillo
492,DLGUE1211,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V. (AGUAS ARRIBA)",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,LAGUNA NEGRA DE PUERTO MARQUEZ,LOTICO,DESCARGA,-99.8035,16.80672,2019,60.0,174.53,55.88,24000.0,11000.0,,19.3,,,,1.0,3.58,,,,,Rojo
493,DLGUE1212W1,"INDUSTRIA DE REFRESCOS, S. DE R.L. DE C.V. (AGUAS ABAJO)",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,CANAL MEANDRICO DEL RIO LA SABANA,LOTICO,RIO,-99.81782,16.80929,2019,17.0,65.71,25.0,24000.0,24000.0,,18.2,,,,1.0,1.0,,,,,Rojo
494,DLGUE1214,"PLAYA REVOLCADERO SEG 45, 2 ISA6",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-99.81763,16.78523,2019,,,19.5,880.0,,10.0,,80.3,,,,,,,1.0,1.0,Verde
495,DLGUE1215,"PLAYA REVOLCADERO SEG 45, 4 ISA6",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-99.80037,16.7767,2019,,,19.5,31.0,,20.0,,85.1,,,,,,,1.0,1.0,Verde
496,DLGUE1216,"PLAYA REVOLCADERO SEG 45, 6 ISA6",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-99.78537,16.76493,2019,,,15.0,52.0,,3.0,,86.4,,,,,,,1.0,1.0,Verde
497,DLGUE1217,"PLAYA REVOLCADERO SEG 45, 8 ISA6",PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,OCEANO PACIFICO,COSTERO,OCEANO-MAR,-99.77824,16.75915,2019,,,18.0,3.0,,3.0,,85.1,,,,,,,1.0,1.0,Verde
498,DLGUE1222,RH20-1 COSTA CHICA-RIO VERDE,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO,RIO,-99.61594,16.72495,2019,2.0,17.5,33.0,3.0,3.0,,92.3,,,,1.0,1.0,,,,,Verde
499,DLGUE1223,RIO PAPAGAYO 10,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO,RIO,-99.60551,16.71689,2019,2.75,17.5,30.0,210.0,90.0,,95.9,,,,1.0,1.0,,,,,Verde
500,DLGUE1225,MAR - DESEMBOCADURA LAGUNA TRES PALOS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,LAGUNA TRES PALOS,LOTICO - COSTERO,LAGUNA,-99.6236,16.68846,2019,,,26.0,4600.0,,216.0,,99.2,,,,,,,1.0,,Rojo
501,DLGUE1226,RIO PAPAGAYO 12,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO (HUMEDAL),RIO,-99.60515,16.71004,2019,2.32,16.79,36.0,430.0,230.0,,93.9,,,,1.0,1.0,,,,,Verde
502,DLGUE1227,DESEMBOCADURA RIO PAPAGAYO 11,PACIFICO SUR,GUERRERO,SAN MARCOS,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO - COSTERO (HUMEDAL),ESTUARIO,-99.60733,16.68564,2019,2.39,26.785,23.0,930.0,430.0,,98.9,,,,1.0,1.0,,,,,Verde
503,DLGUE1228,RIO PAPAGAYO 9,PACIFICO SUR,GUERRERO,SAN MARCOS,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO,RIO,-99.60081,16.7855,2019,2.0,22.86,14.0,90.0,40.0,,61.1,,,,1.0,1.0,,,,,Verde
504,DLGUE1229,RIO PAPAGAYO 8,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO (HUMEDAL),RIO,-99.62777,16.83558,2019,2.0,26.79,18.0,2400.0,1500.0,,27.5,,,,1.0,1.0,,,,,Amarillo
505,DLGUE1230,RIO PAPAGAYO 7,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO,RIO,-99.64279,16.85023,2019,2.0,17.14,23.0,230.0,90.0,,57.2,,,,1.0,1.0,,,,,Verde
506,DLGUE1231,RIO PAPAGAYO 6,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO (HUMEDAL),RIO,-99.61662,16.88752,2019,2.0,17.14,12.0,24000.0,4600.0,,52.0,,,,1.0,1.0,,,,,Amarillo
507,DLGUE1232,RIO MARQUELIA 2,PACIFICO SUR,GUERRERO,MARQUELIA,RIO MARQUELIA 2,RIO MARQUELIA,LOTICO,RIO,-98.81804,16.59374,2019,2.11,37.5,10.0,150.0,90.0,,99.6,,,,1.0,1.0,,,,,Verde
508,DLGUE1233,RIO MARQUELIA 3,PACIFICO SUR,GUERRERO,MARQUELIA,RIO OMETEPEC 4,RIO MARQUELIA,LOTICO,ESTUARIO,-98.81301,16.55633,2019,2.0,17.14,10.0,24000.0,11000.0,,84.6,,,,1.0,1.0,,,,,Amarillo
509,DLGUE1234,RIO PAPAGAYO 5,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 3,RIO PAPAGAYO,LOTICO,RIO,-99.554,17.1083,2019,2.0,21.43,19.0,90.0,3.0,,47.7,,,,1.0,1.0,,,,,Verde
510,DLGUE1235,RIO NEXPA DERIVADORA,PACIFICO SUR,GUERRERO,TECOANAPA,RIO NEXPA 1,RIO NEXPA,LOTICO,RIO,-99.17747,16.79421,2019,2.0,10.0,10.0,150.0,90.0,,83.8,,,,1.0,1.0,,,,,Verde
511,DLGUE1236,RIO OMITLAN 2,PACIFICO SUR,GUERRERO,JUAN R. ESCUDERO,RIO PAPAGAYO 2,RIO OMITLAN,LOTICO,RIO,-99.53475,17.13432,2019,4.29,16.43,60.0,11000.0,2400.0,,77.0,,,,1.0,1.0,,,,,Amarillo
512,DLGUE1237,RIO OMITLAN 1,PACIFICO SUR,GUERRERO,JUAN R. ESCUDERO,RIO OMITLAN,RIO OMITLAN,LOTICO,RIO,-99.50828,17.11856,2019,2.0,20.71,54.0,2100.0,1500.0,,77.4,,,,1.0,1.0,,,,,Amarillo
513,DLGUE1238,PUENTE PAPAGAYO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 2,RIO PAPAGAYO,LOTICO,RIO,-99.58989,17.15749,2019,2.0,12.5,10.0,930.0,210.0,,59.9,,,,1.0,1.0,,,,,Verde
514,DLGUE1239,PUENTE LAS HORQUETAS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 4,RIO PAPAGAYO,LOTICO,RIO,-99.60395,16.77465,2019,2.25,21.79,15.0,40.0,3.0,,54.9,,,,1.0,1.0,,,,,Verde
515,DLGUE1240,RIO PAPAGAYO 3,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 2,RIO PAPAGAYO,LOTICO,RIO,-99.59099,17.15563,2019,2.0,15.0,11.0,430.0,150.0,,45.9,,,,1.0,1.0,,,,,Verde
516,DLGUE1241,RIO PAPAGAYO 2,PACIFICO SUR,GUERRERO,JUAN R. ESCUDERO,RIO PAPAGAYO 2,RIO PAPAGAYO,LOTICO,RIO,-99.59324,17.1631,2019,2.0,21.79,10.0,430.0,230.0,,45.5,,,,1.0,1.0,,,,,Verde
517,DLGUE1242,RIO PAPAGAYO 1,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO PAPAGAYO 2,RIO PAPAGAYO,LOTICO,RIO,-99.62843,17.16245,2019,2.0,24.64,10.0,2100.0,1500.0,,57.1,,,,1.0,1.0,,,,,Amarillo
518,DLGUE1243,RIO PAPAGAYO 4,PACIFICO SUR,GUERRERO,JUAN R. ESCUDERO,RIO PAPAGAYO 2,RIO PAPAGAYO,LOTICO,RIO,-99.5932,17.15216,2019,2.0,16.07,13.0,150.0,70.0,,41.1,,,,1.0,1.0,,,,,Verde
519,DLGUE1244,RIO COPALA 2,PACIFICO SUR,GUERRERO,COPALA,RIO COPALA,RIO COPALA,LOTICO (HUMEDAL),RIO,-98.9393,16.64324,2019,2.0,70.36,10.0,430.0,230.0,,83.0,,,,1.0,1.0,,,,,Rojo
520,DLGUE1245,RIO MEZCALA OAPAN,BALSAS,GUERRERO,TEPECOACUILCO DE TRUJANO,RIO MEDIO BALSAS,RIO MEZCALA BALSAS,LOTICO,RIO,-99.518,17.91955,2019,2.0,21.43,25.0,150.0,90.0,,64.5,,,,1.0,1.0,,,,,Verde
521,DLGUE1246,RIO NEXPA 1,PACIFICO SUR,GUERRERO,FLORENCIO VILLARREAL,RIO NEXPA 2,RIO NEXPA,LOTICO,RIO,-99.1993,16.75789,2019,2.0,16.79,10.0,24000.0,24000.0,,89.3,,,,1.0,1.0,,,,,Amarillo
522,DLGUE1247,PUENTE TUNCINGO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,RIO LA SABANA,LOTICO,RIO,-99.79348,16.8522,2019,33.33,122.14,122.0,24000.0,11000.0,,18.0,,,,1.0,1.112,,,,,Rojo
523,DLGUE1251,ALFREDO MENDIZABAL,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,RIO LA SABANA 2,RIO LA SABANA,LOTICO,RIO,-99.79034,16.8133,2019,26.0,71.78,10.0,24000.0,24000.0,,19.5,,,,1.0,1.055,,,,,Rojo
524,DLGUE1252,ARROYO AGUAS BLANCAS AGUAS ARRIBA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,PLAYA OLVIDADA,COSTERO,OCEANO-MAR,-99.89776,16.85437,2019,,,10.0,24196.0,,15531.0,,10.0,,,,,,,1.0,1.0,Rojo
525,DLGUE1253,ARROYO AGUAS BLANCAS AGUAS ABAJO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,PLAYA OLVIDADA,COSTERO,OCEANO-MAR,-99.89717,16.85384,2019,,,15.5,86.0,,85.0,,87.5,,84.6,,,,,1.0,1.0,Verde
526,DLGUE1254,LA BOCANA CENTRO BAHIA ACAPULCO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.88808,16.8207,2019,,,10.0,3.0,,3.0,,86.2,80.9,62.4,,,,,1.0,1.0,Verde
527,DLGUE1255,PLAYA PTO. MARQUEZ SUR,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.85783,16.80356,2019,,,10.0,3.0,,3.0,,89.6,81.9,67.4,,,,,1.0,1.0,Verde
528,DLGUE1256,PLAYA CALETILLA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.9053,16.82963,2019,,,98.0,10.0,,10.0,,83.6,80.9,78.7,,,,,1.0,1.0,Verde
529,DLGUE1257,PLAYA LA LANGOSTA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.91639,16.84179,2019,,,10.0,10.0,,10.0,,84.1,82.8,80.9,,,,,1.0,1.0,Verde
530,DLGUE1258,CANAL BOCA CHICA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.91444,16.82596,2019,,,10.0,10.0,,10.0,,85.2,81.4,76.1,,,,,1.0,1.0,Verde
531,DLGUE1259,PLAYA CALETA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.90337,16.83064,2019,,,10.0,216.0,,3.0,,83.1,,80.8,,,,,1.0,1.0,Verde
532,DLGUE1260,PLAYA LA ROQUETA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.90514,16.82356,2019,,,19.5,3.0,,10.0,,87.4,83.8,80.5,,,,,1.0,1.0,Verde
533,DLGUE1261,PLAYA OLVIDADA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.92345,16.85342,2019,,,10.0,24196.0,,24196.0,,82.4,79.2,76.9,,,,,1.0,1.0,Rojo
534,DLGUE1262,PLAYA GARROBO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.92538,16.85802,2019,,,10.0,8664.0,,5794.0,,81.8,79.7,71.2,,,,,1.0,1.0,Rojo
535,DLGUE1263,CLUB DE YATES,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.90678,16.83972,2019,,,13.0,3.0,,3.0,,83.2,80.9,79.2,,,,,1.0,1.0,Verde
536,DLGUE1264,ENSENADA DE LOS PRESOS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.89287,16.83458,2019,,,10.0,10.0,,3.0,,84.4,80.2,78.3,,,,,1.0,1.0,Verde
537,DLGUE1265,PLAYA COCOS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.9002,16.84101,2019,,,12.5,3.0,,3.0,,86.4,82.9,79.8,,,,,1.0,1.0,Verde
538,DLGUE1266,MUELLE MALECON,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.90179,16.84783,2019,,,10.0,10.0,,3.0,,86.3,82.4,79.6,,,,,1.0,1.0,Verde
539,DLGUE1267,PLAYA MANZANILLO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.90991,16.84292,2019,,,10.0,3.0,,3.0,,85.2,,83.5,,,,,1.0,1.0,Verde
540,DLGUE1268,AGUAS BLANCAS,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.89571,16.85112,2019,,,10.0,52.0,,10.0,,87.2,82.3,80.4,,,,,1.0,1.0,Verde
541,DLGUE1269,ARNOLD-SIROCO,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.89916,16.8509,2019,,,11.0,63.0,,51.0,,83.1,80.9,80.1,,,,,1.0,1.0,Verde
542,DLGUE1270,PLAYA TLACOPANOCHA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LAGUNA DE COYUCA,BAHIA DE ACAPULCO,COSTERO,BAHIA,-99.9073,16.8461,2019,,,12.0,30.0,,3.0,,84.1,81.5,80.2,,,,,1.0,1.0,Verde
543,DLGUE1276,RIO COYUCA 1,PACIFICO SUR,GUERRERO,COYUCA DE BENITEZ,RIO COYUCA 2,RIO COYUCA,LOTICO (HUMEDAL),RIO,-100.11352,16.95195,2019,2.67,25.71,10.0,930.0,280.0,,64.8,,,,1.0,1.0,,,,,Verde
544,DLGUE1277,PUENTE COYUCA,PACIFICO SUR,GUERRERO,COYUCA DE BENITEZ,RIO COYUCA 1,RIO COYUCA,LOTICO,RIO,-100.09058,17.01015,2019,2.0,18.57,10.0,24000.0,24000.0,,65.9,,,,1.0,1.0,,,,,Amarillo
545,DLGUE1278,RIO COYUCA 2,PACIFICO SUR,GUERRERO,COYUCA DE BENITEZ,RIO COYUCA 1,RIO COYUCA,LOTICO,RIO,-100.09443,17.05132,2019,2.0,19.64,10.0,930.0,210.0,,66.1,,,,1.0,1.0,,,,,Verde
546,DLGUE1279,RIO COYUCA 3,PACIFICO SUR,GUERRERO,COYUCA DE BENITEZ,RIO COYUCA 1,RIO COYUCA,LOTICO,RIO,-100.09457,17.05639,2019,2.0,52.5,10.0,2100.0,1500.0,,67.4,,,,1.0,1.0,,,,,Rojo
547,DLGUE1286,PUENTE SAN JERONIMO,PACIFICO SUR,GUERRERO,BENITO JUAREZ,RIO ATOYAC 2,RIO ATOYAC,LOTICO,RIO,-100.46367,17.14158,2019,2.0,14.29,10.0,11000.0,4600.0,,65.7,,,,1.0,1.0,,,,,Amarillo
548,DLGUE1291,PUENTE TECPAN,PACIFICO SUR,GUERRERO,TECPAN DE GALEANA,RIO TECPAN 2,RIO TECPAN,LOTICO,RIO,-100.62556,17.23529,2019,2.0,12.14,10.0,930.0,150.0,,67.3,,,,1.0,1.0,,,,,Verde
549,DLGUE1296,PUENTE SAN LUIS,PACIFICO SUR,GUERRERO,TECPAN DE GALEANA,RIO SAN LUIS 2,RIO SAN LUIS,LOTICO,RIO,-100.88875,17.27119,2019,2.0,14.64,10.0,430.0,230.0,,66.1,,,,1.0,1.0,,,,,Verde
550,DLGUE1297W1,ESTERO TETITLAN,PACIFICO SUR,GUERRERO,TECPAN DE GALEANA,RIO EL TULAR,OCEANO PACIFICO,LOTICO,RIO,-100.64642,17.13792,2019,2.0,59.28,14.0,2400.0,1500.0,,50.8,,,,1.0,1.0,,,,,Rojo
551,DLGUE1299,DESEMBOCADURA RIO TECPAN,PACIFICO SUR,GUERRERO,TECPAN DE GALEANA,RIO TECPAN 2,OCEANO PACIFICO,LOTICO - COSTERO (HUMEDAL),ARROYO,-100.65755,17.13409,2019,2.0,14.285,17.0,24000.0,24000.0,,65.7,,,,1.0,1.0,,,,,Amarillo
